업종,작업,발생형태,질문,가중치,law_ref
제조업,상하차 작업 또는 적재된 화물,깔림.뒤집힘,"중량물 제거 작업 전에 적재물의 상태를 점검하고, 필요시 사전에 중량물을 제거하는 절차가 있는가?",7,"1969,2055"
제조업,상하차 작업 또는 적재된 화물,깔림.뒤집힘,적재된 화물의 무게가 한쪽으로 치우쳐져 있거나 불균형 상태로 적재되어 있지는 않은가?,6,"1733,1697"
제조업,상하차 작업 또는 적재된 화물,깔림.뒤집힘,"중량물이 안정적으로 지지되고 있으며, 필요시 지지대가 설치되어 있는가?",6,"1950,1733"
제조업,상하차 작업 또는 적재된 화물,깔림.뒤집힘,"적재된 화물이 고정되어 있으며, 운반 중 이동이나 전도를 방지하기 위한 조치가 되어 있는가?",6,"1721,1674,2055"
제조업,상하차 작업 또는 적재된 화물,깔림.뒤집힘,"작업자가 적재물 주변에서 작업할 때 안전거리를 확보하고 있으며, 적재물의 움직임을 인지할 수 있는가?",2,"1656,1964,2494"
제조업,"설비 위, 지붕 등 높은 장소에서의 작업",떨어짐,"지붕이나 높은 장소에서의 작업 시 작업발판이 설치되어 있고, 안전난간이 함께 구비되어 있는가?",8,"1491,1487,1489"
제조업,"설비 위, 지붕 등 높은 장소에서의 작업",떨어짐,높이 있는 장소에서의 모든 작업자에게 안전모를 지급하고 착용을 확인하고 있는가?,8,"1462,1491,1487"
제조업,"설비 위, 지붕 등 높은 장소에서의 작업",떨어짐,"작업장의 3.5m 이상 높이에서 작업할 때 안전난간이 설치되어 있고, 그 상태가 양호한가?",7,"1487,1491,1495"
제조업,"설비 위, 지붕 등 높은 장소에서의 작업",떨어짐,높이 3.5m 미만의 작업에서 A자형 사다리를 사용할 때 2인 1조로 관리하고 있는가?,7,"1450,1486,1489"
제조업,"설비 위, 지붕 등 높은 장소에서의 작업",떨어짐,고소작업이 필요한 경우 고소작업대 사용을 우선적으로 검토하고 있는가?,7,"1712,1713,1486"
제조업,"설비 위, 지붕 등 높은 장소에서의 작업",절단베임찔림,"높은 장소에서의 작업 시 작업자가 밟고 있는 구조물(발판, 지붕, 비계 등)의 안정성과 하중 지지 능력을 사전에 점검하고 있는가?",7,"1491,1487,1486"
제조업,"설비 위, 지붕 등 높은 장소에서의 작업",절단베임찔림,지붕이나 높은 장소에서의 작업 시 안전난간이 설치된 작업발판을 사용하고 있는가?,7,"1491,1487,1712"
제조업,"설비 위, 지붕 등 높은 장소에서의 작업",절단베임찔림,"3.5m 이상의 높이에서 작업할 때 고소작업대를 사용하거나, 3.5m 미만일 경우 A자형 사다리를 2인1조로 관리하고 있는가?",7,"1712,1450,1486"
제조업,"설비 위, 지붕 등 높은 장소에서의 작업",절단베임찔림,높은 장소에서의 모든 작업자에게 안전대 및 안전모를 지급하고 착용을 확인하고 있는가?,7,"1462,1489,1715"
제조업,"설비 위, 지붕 등 높은 장소에서의 작업",절단베임찔림,"높은 장소에서의 작업 시 관리감독자가 작업자의 안전대 착용, 작업발판 사용 등을 지속적으로 확인하고 있는가?",7,"1678,1715,1712"
제조업,"설비 위, 지붕 등 높은 장소에서의 작업",무너짐,"높은 장소에서의 작업 시 작업자가 밟고 있는 구조물(지붕, 천장, 비계 등)의 내구성과 안전성을 사전에 점검하고 있는가?",3,"1491,1499,1969"
제조업,"설비 위, 지붕 등 높은 장소에서의 작업",무너짐,3.5m 이상의 높이에서 작업할 때 안전난간이 설치된 작업발판을 사용하고 있는가?,3,"1487,1491,1712"
제조업,"설비 위, 지붕 등 높은 장소에서의 작업",무너짐,3.5m 미만의 높이에서 작업할 때 A자형 사다리를 사용하고 2인1조로 관리하고 있는가?,3,"1450,1486,1491"
제조업,"설비 위, 지붕 등 높은 장소에서의 작업",무너짐,높은 장소에서 작업하는 모든 근로자에게 안전대와 안전모를 지급하고 착용을 확인하고 있는가?,3,"1462,1486,1518"
제조업,"설비 위, 지붕 등 높은 장소에서의 작업",무너짐,높은 장소에서의 작업 시 관리감독자가 현장에서 안전 수칙 준수 여부를 지속적으로 확인하고 있는가?,3,"1518,1715,2422"
제조업,용접·절단·사상 또는 도장 작업,폭발파열,취급하는 위험물질에 대한 MSDS를 비치하고 근로자에게 교육했는가?,9,"1215,84"
제조업,용접·절단·사상 또는 도장 작업,폭발파열,공급원재료의 종류와 공급되는 설비명을 명확히 표시하여 근로자가 위험물질을 파악할 수 있도록 했는가?,9,1822
제조업,용접·절단·사상 또는 도장 작업,폭발파열,용접·절단 작업 구역에 가스검지 및 경보장치를 설치하여 위험가스 누출을 감지할 수 있도록 했는가?,9,"1785,2435"
제조업,용접·절단·사상 또는 도장 작업,폭발파열,용접·절단 작업 중 발생한 화재·폭발 시 긴급 대응을 위한 긴급차단장치와 방유제가 설치되어 있는가?,9,"1844,1788"
제조업,용접·절단·사상 또는 도장 작업,폭발파열,"폐기물, 폐드럼, 폐탱크 등 재사용 설비의 용접·절단 작업 시 이전에 어떤 물질이 들어있었는지 파악하고 완전히 제거했는가?",6,
제조업,용접·절단·사상 또는 도장 작업,화재,용접·절단 작업 시 발생하는 불티의 비산 반경을 분석하고 문서화하였는가?,10,1795
제조업,용접·절단·사상 또는 도장 작업,화재,"용접·절단 작업 구역 내 가연물(적재물, 인화성 물질, 의류 등)에 용접방화포를 설치하였는가?",10,"1983,1804"
제조업,용접·절단·사상 또는 도장 작업,화재,용접·절단 작업 시 불티 비산을 방지하기 위한 덮개나 차단장치를 설치하였는가?,10,"1789,1788"
제조업,용접·절단·사상 또는 도장 작업,화재,용접·절단 작업 전에 작업 구역 내 모든 인화성 물질과 가연물을 제거하거나 격리하는 절차가 있는가?,10,"1983,1982"
제조업,용접·절단·사상 또는 도장 작업,화재,"작업자의 의복(에어재킷, 방진복 등)이 불티로부터 보호되도록 난연성 의류를 착용하도록 지정하였는가?",5,"1816,1581"
제조업,용접·절단·사상 또는 도장 작업,깔림.뒤집힘,중량물 작업 시 작업자가 물체 아래 또는 근처에 위치하지 않도록 안전거리를 확보하고 있는가?,11,"1692,1969"
제조업,용접·절단·사상 또는 도장 작업,깔림.뒤집힘,"중량물(용접구조물, H빔, 블록 부재 등)을 이동하거나 작업할 때 안정적인 지지대를 설치하고 있는가?",8,"1969,2028"
제조업,용접·절단·사상 또는 도장 작업,깔림.뒤집힘,용접·절단 작업 중 작업 대상물의 안정성이 확보될 때까지 작업자가 그 아래에서 작업하지 않도록 하고 있는가?,6,"1486,1950"
제조업,용접·절단·사상 또는 도장 작업,깔림.뒤집힘,"가용접된 중량물의 안정성을 확인하고, 넘어질 위험이 없도록 추가 지지 또는 고정 조치를 하고 있는가?",4,"1969,1943"
제조업,용접·절단·사상 또는 도장 작업,깔림.뒤집힘,"도장, 용단, 가우징 등 작업 중 작업 대상물이 떨어지거나 넘어질 수 있는 상황을 사전에 예측하고 방지 조치를 하고 있는가?",4,"1692,1969,113"
제조업,용해로를 이용한 작업,폭발파열,"용해로에 투입하는 모든 원재료에 대해 수분(물기, 습기)이 제거되었는지 확인하는 절차가 수립되어 있는가?",6,"1809,1811,1812"
제조업,용해로를 이용한 작업,폭발파열,"원재료 보관장소에서 지하수, 빗물, 냉각수 등이 유입되지 않도록 방지조치가 실시되고 있는가?",6,"1809,1812,1811"
제조업,용해로를 이용한 작업,폭발파열,"용해로 작업 시 방열복, 안면보호구 등 화상 방지 보호구가 지급되고 근로자가 항상 착용하고 있는가?",6,"1462,32,94"
제조업,용해로를 이용한 작업,폭발파열,용해로 내부의 냉각수 누출을 감지하고 차단할 수 있는 장치가 설치되어 있는가?,6,"1809,1823,1853"
제조업,용해로를 이용한 작업,폭발파열,용해로 작업 중 수증기 폭발 위험성에 대한 근로자 안전교육이 정기적으로 실시되고 있는가?,6,"1809,1828,1500"
제조업,원료 투입 작업,끼임,"분쇄기, 혼합기, 압출기, 컨베이어 등 회전 구동부에 광전자식 또는 양수조작식 방호장치가 설치되어 있는가?",10,"1562,1556,251"
제조업,원료 투입 작업,끼임,"원료 투입 작업 시 손이나 신체 일부를 직접 사용하지 않고 별도의 수공구(주걱, 투입봉 등)를 사용하고 있는가?",9,"1563,1616"
제조업,원료 투입 작업,끼임,"재료 투입용 보조기구(투입봉, 주걱 등)가 구비되어 있고 정상 상태로 관리되고 있는가?",9,"1629,1562"
제조업,원료 투입 작업,끼임,원료 투입 작업자에게 설비의 구동부에 근접하지 않는 안전작업 방법에 대한 정기적인 교육을 실시하고 있는가?,9,"1616,1575"
제조업,원료 투입 작업,끼임,"투입구 내부의 스크류, 칼날, 롤러 등 회전 구동부가 노출되어 있지 않도록 덮개나 가드가 설치되어 있는가?",9,"1556,1560,1602"
제조업,원료 투입 작업,떨어짐,원료 투입 작업 시 별도의 수공구(투입용 보조기구) 없이 손이나 신체로 직접 설비에 접근하는 경우가 있는가?,2,"1616,1563"
제조업,원료 투입 작업,떨어짐,"원료 투입 작업 중 작업자가 설비의 구동부(회전부, 절단부 등)에 근접하여 작업하고 있는가?",2,"1563,1562"
제조업,원료 투입 작업,떨어짐,"원료 투입 작업 시 광전자식, 양수조작식 등의 방호장치가 설치되어 있고 정상 작동하는가?",2,"1616,1853"
제조업,원료 투입 작업,떨어짐,"원료 투입용 보조기구(쇠막대기, 투입도구 등)가 구비되어 있고 정상 상태로 관리되고 있는가?",2,"2018,2104"
제조업,원료 투입 작업,떨어짐,"원료 투입 작업 시 작업자가 불안한 자세(한 발로 서기, 몸의 중심을 잃기 쉬운 자세)로 작업하지 않도록 지도·감독하고 있는가?",2,"1486,1487,1489"
제조업,위험물질 취급 또는 그 장소에서 수행하는 작업,폭발파열,"인화성 물질을 취급하는 작업장에 가스검지 및 경보장치, 긴급차단장치, 방유제 등 안전장치를 설치하고 정상 작동 여부를 확인하고 있는가?",9,"1974,1975,1976"
제조업,위험물질 취급 또는 그 장소에서 수행하는 작업,폭발파열,위험물질을 취급하는 모든 작업장에 MSDS(안전보건자료)를 비치하고 근로자에게 정기적인 교육을 실시하고 있는가?,8,"1215,82,83"
제조업,위험물질 취급 또는 그 장소에서 수행하는 작업,폭발파열,위험물질을 취급하는 설비 및 배관에 취급 물질의 종류와 공급되는 설비명을 명확하게 표시하고 있는가?,8,"1822,2073,1500"
제조업,위험물질 취급 또는 그 장소에서 수행하는 작업,폭발파열,"위험물질이 포함된 용기, 반응기, 배관 등의 내부 작업 전에 위험물질의 존재 여부를 확인하고 안전한 상태로 만들기 위한 사전 조치를 취하고 있는가?",7,"1607,2030,1772"
제조업,위험물질 취급 또는 그 장소에서 수행하는 작업,폭발파열,위험물질을 취급하는 설비의 정비·보수 작업 시 작업 전에 설비 내부의 위험물질 존재 여부를 파악하고 제거하는 절차를 수립하여 운영하고 있는가?,6,"1848,2136,2104"
제조업,위험물질 취급 또는 그 장소에서 수행하는 작업,화재,"작업장에서 취급하는 인화성물질(휘발유, 에틸알코올, 톨루엔, 메탄올, 알코올 등)의 종류와 특성을 모든 근로자가 숙지하고 있는가?",12,"2120,2121"
제조업,위험물질 취급 또는 그 장소에서 수행하는 작업,화재,"인화성물질을 취급하는 작업장 주변에서 용접, 사상작업, 그라인딩 등 점화원이 될 수 있는 작업이 금지되어 있는가?",12,"1789,1983,1984"
제조업,위험물질 취급 또는 그 장소에서 수행하는 작업,화재,인화성물질을 취급하는 작업장에서 정전기 발생을 방지하기 위한 접지(그라운딩) 장치가 설치되어 있고 정기적으로 점검되고 있는가?,4,"1781,1780"
제조업,위험물질 취급 또는 그 장소에서 수행하는 작업,화재,"인화성물질을 취급하는 밀폐된 공간(도금조, 교반기, 반응기 등)에서 작업할 때 산소 농도 측정 및 환기 조치가 이루어지고 있는가?",3,"1781,1975,1982"
제조업,위험물질 취급 또는 그 장소에서 수행하는 작업,화재,"인화성물질 취급 작업장에서 라이터, 담배, 용접기 등 관리되지 않는 점화원이 없는지 정기적으로 확인하고 있는가?",2,"1804,1849,1985"
제조업,위험물질 취급 또는 그 장소에서 수행하는 작업,화학물질누출접촉,"사업장에서 취급하는 모든 화학물질(황산, 염소, HCFC-123 등)에 대한 MSDS(물질안전보건자료)가 작업장에 비치되어 있고, 근로자들이 이에 대해 교육받았는가?",8,"2121,1215"
제조업,위험물질 취급 또는 그 장소에서 수행하는 작업,화학물질누출접촉,"탱크로리, 배관, 호스 등 위험물질 취급 설비에 공급되는 원재료의 종류와 설비명이 명확하게 표시되어 있는가?",8,1822
제조업,위험물질 취급 또는 그 장소에서 수행하는 작업,화학물질누출접촉,"배관, 호스, 용기 등에서 화학물질이 누출될 경우를 대비하여 긴급차단장치와 방유제가 설치되어 있는가?",5,1772
제조업,위험물질 취급 또는 그 장소에서 수행하는 작업,화학물질누출접촉,"황산, 수산화나트륨 등 부식성 화학물질을 취급할 때 근로자가 적절한 개인보호장비(보안경, 보호복, 장갑 등)를 착용하고 있는가?",5,"2128,2162"
제조업,위험물질 취급 또는 그 장소에서 수행하는 작업,화학물질누출접촉,"유해가스(염소, 오존 등) 또는 화학물질 누출 감지를 위한 가스검지 및 경보장치가 설치되어 있고 정상 작동하는가?",4,2435
제조업,"이동식 크레인(카고 크레인, 집게차)을 사용한 작업",떨어짐,"이동식 크레인에 작업대, 탑승대 등을 임의로 부착하거나 구조를 변경하여 사용하고 있지는 않은가?",3,"1545,1734,1721"
제조업,"이동식 크레인(카고 크레인, 집게차)을 사용한 작업",떨어짐,"고소작업이 필요한 경우 기준에 적합한 고소작업대(리프트, 스카이카 등)를 사용하고 있는가?",3,"1712,1713,1721"
제조업,"이동식 크레인(카고 크레인, 집게차)을 사용한 작업",떨어짐,"이동식 크레인 작업 시 작업대에 탑승한 근로자가 안전대, 안전모 등 개인보호장비를 착용하고 있는가?",3,"2428,1734,1545"
제조업,"이동식 크레인(카고 크레인, 집게차)을 사용한 작업",떨어짐,"줄걸이 기구(슬링벨트, 체인, 와이어로프, 리프팅 러그 등)의 용접부, 훅, 샤클 등이 손상, 마모, 변형되지 않았는지 정기적으로 점검하고 있는가?",2,"1687,2042,1645"
제조업,"이동식 크레인(카고 크레인, 집게차)을 사용한 작업",떨어짐,"들어올린 설비나 화물의 고정상태가 양호하며, 안전블록, 지지대, 훅 해지장치 등이 제대로 설치되어 있는가?",2,"1687,2042,1643"
제조업,"이동식 크레인(카고 크레인, 집게차)을 사용한 작업",깔림.뒤집힘,중량물 운반 작업 중 운전자가 보조작업자의 신호를 명확히 인지할 때까지 물체를 내려놓지 않도록 절차화되어 있는가?,3,"1692,1731,1721"
제조업,"이동식 크레인(카고 크레인, 집게차)을 사용한 작업",깔림.뒤집힘,"이동식 크레인으로 중량물을 운반할 때, 작업자 간 신호체계가 통일되어 있고 모든 작업자가 이를 숙지하고 있는가?",2,"1476,1045,1964"
제조업,"이동식 크레인(카고 크레인, 집게차)을 사용한 작업",깔림.뒤집힘,"중량물 운반 작업 시 운반하는 물체의 이동경로에 근로자의 출입을 통제하는 조치(안전펜스, 경고표지 등)를 취하고 있는가?",2,"1731,1721,1733"
제조업,"이동식 크레인(카고 크레인, 집게차)을 사용한 작업",깔림.뒤집힘,중량물 운반 작업 시 작업지휘자 또는 유도자를 배치하여 작업을 관리하고 있는가?,2,"1477,1964,1045"
제조업,"이동식 크레인(카고 크레인, 집게차)을 사용한 작업",깔림.뒤집힘,"이동식 크레인을 이용한 중량물 취급 작업에 대한 작업계획서(작업방법, 운행경로, 근로자와 기계 혼재 작업 여부 등)를 사전에 작성하고 있는가?",2,"1476,1045,1766"
제조업,인력 운반 작업,떨어짐,"인력 운반 작업 구간의 이동통로에 이물질, 자재, 고박용 자재 등이 방치되어 있지 않은지 확인하고 있는가?",8,"1487,1495"
제조업,인력 운반 작업,떨어짐,인력 운반 작업 시 이동통로의 바닥 상태가 평탄하고 요철부나 단차가 없는지 정기적으로 점검하고 있는가?,7,"1487,1495"
제조업,인력 운반 작업,떨어짐,"무거운 물체 운반 시 폭이 넓고 안정적인 운반용구(팔레트, 지게차 등)를 사용하고 있는가?",7,"1733,1697"
제조업,인력 운반 작업,떨어짐,"높이가 있는 작업(2층 이상)에서 무거운 물체를 운반할 때 안전난간, 추락방지 장치 등이 설치되어 있고 개방되어 있지 않은가?",3,"1487,1712,1495"
제조업,인력 운반 작업,떨어짐,"높이가 있는 작업장(교량, 선박, 창고 등)에서 개방된 구덩이, 화물창, 단부 등에 대한 추락 위험을 사전에 차단하고 있는가?",3,"1487,1495"
제조업,인력 운반 작업,깔림.뒤집힘,중량물 작업 전에 불안정한 적재 상태의 화물을 제거하거나 재정렬하고 있는가?,5,1969
제조업,인력 운반 작업,깔림.뒤집힘,작업 구간의 바닥 상태가 평탄하고 요철부나 단차가 없는지 정기적으로 점검하고 있는가?,4,1969
제조업,인력 운반 작업,깔림.뒤집힘,"적재대, 코일, 목재 등 중량물이 전도되지 않도록 고정 장치나 지지대를 설치하고 있는가?",4,1969
제조업,인력 운반 작업,깔림.뒤집힘,중량물 운반 시 화물의 무게가 한쪽으로 치우쳐지지 않도록 균형있게 적재하고 있는가?,3,2028
제조업,인력 운반 작업,깔림.뒤집힘,"이동통로 상에 이물질, 파편, 장애물 등이 없는지 정기적으로 제거하고 있는가?",3,
제조업,인력 운반 작업,끼임,중량물 작업 시 화물의 무게가 한쪽으로 치우쳐져 있지는 않은지 확인하고 있는가?,4,2492
제조업,인력 운반 작업,끼임,중량물 작업 전에 화물의 적재상태가 안정적인지 점검하고 있는가?,4,1969
제조업,인력 운반 작업,끼임,중량물을 제거하거나 고정한 후에만 해당 설비 또는 적재물 주변에서 작업을 수행하고 있는가?,4,"1656,1964"
제조업,인력 운반 작업,끼임,"중량물의 전도·낙하 방지를 위한 고정장치(밴드, 클램프, 지지대 등)가 적절히 설치되어 있는가?",4,"1721,1950"
제조업,인력 운반 작업,끼임,중량물 작업 중 작업자가 화물과 설비 또는 화물과 화물 사이의 끼임 위험 구간에 신체를 노출하지 않도록 교육하고 있는가?,4,"2120,103"
제조업,자동화 설비 작업,끼임,"근로자들이 자동화 설비의 끼임 위험성과 안전 작업 절차에 대해 정기적으로 교육받고 있으며, 교육 이력이 기록되어 있는가?",13,"82,83,84"
제조업,자동화 설비 작업,끼임,"작업장에서 자동화 설비(컨베이어, 로봇, 이송대차 등)가 가동 중일 때, 근로자들이 주변 설비의 움직임을 인지할 수 있도록 시각적 경고(표지판, 조명) 또는 청각적 경고(경보음)가 설치되어 있는가?",8,"1443,1722,1731"
제조업,자동화 설비 작업,끼임,"자동화 설비 주변에서 작업할 때 안전거리(안전 구역)가 명확히 표시되어 있고, 근로자들이 이를 준수하도록 교육 및 감시가 이루어지고 있는가?",8,"2425,1443,2065"
제조업,자동화 설비 작업,끼임,"같은 작업장에서 도급인과 수급인의 작업이 혼재될 경우, 상호 간의 의사소통 체계(작업 전 브리핑, 신호 체계 등)가 수립되어 있는가?",8,"1045,2277,2427"
제조업,자동화 설비 작업,끼임,"자동화 설비 가동 중 작업이 필요한 경우, 안전작업허가제도를 통해 작업 전·중·후 안전 상태를 지속적으로 확인하고 있는가?",8,"1575,1722,2422"
제조업,작업장소 통행/이동,넘어짐,"미끄러운 바닥이 발생하기 쉬운 장소(탈수작업장, 화장실 입구, 주차장, 옥상 등)에 미끄럼 방지 처리(논슬립 테이프, 미끄럼 방지 코팅 등)가 되어 있는가?",11,"2088,1423"
제조업,작업장소 통행/이동,넘어짐,"작업장의 계단, 복도, 통로 등 통행로의 바닥이 미끄러운 상태(물, 기름, 얼음 등)로 오염되어 있지는 않은가?",10,"1423,1422"
제조업,작업장소 통행/이동,넘어짐,"바닥의 기름기, 물기, 슬러지 등을 정기적으로 제거하고 청소하는 절차가 수립되어 있는가?",10,"2406,2405"
제조업,작업장소 통행/이동,넘어짐,근로자들이 미끄럼 방지 신발 착용 등 개인보호장비 사용에 대한 교육을 받고 있는가?,10,"1462,88"
제조업,작업장소 통행/이동,넘어짐,"높이가 있는 계단이나 옥상에서의 작업 시 안전난간, 추락방지 장치 등 추락 방지 시설이 설치되어 있는가?",4,"1487,1493,1495"
제조업,작업장소 통행/이동,빠짐익사,"물이나 액체가 있는 작업 공간(도금조, 냉각조, 연못, 하천, 저수지 등) 주변에 안전난간이나 방호울타리가 설치되어 있는가?",8,"1487,1495"
제조업,작업장소 통행/이동,빠짐익사,"물이나 위험한 액체가 있는 공간에서의 작업 시 구조 장비, 생명줄, 또는 안전 보호구를 준비하고 있는가?",8,"1487,1495"
제조업,작업장소 통행/이동,빠짐익사,"작업장 바닥에 기름기, 물, 또는 기타 미끄러운 물질이 있는지 정기적으로 점검하고 제거하고 있는가?",7,"1423,2088"
제조업,작업장소 통행/이동,빠짐익사,유분 비산을 방지하기 위한 가림판이나 방호장치가 설치되어 있는가?,7,"1487,2356"
제조업,작업장소 통행/이동,빠짐익사,"바닥의 요철부, 문턱, 돌출부 등 걸려 넘어질 수 있는 위험요소를 제거하거나 표시하고 있는가?",6,"1487,1483,43"
제조업,작업장소 통행/이동,떨어짐,"작업 이동 경로에 안전난간이 설치되어 있지 않은 경우, 작업 위치를 추락 위험이 없는 장소로 변경할 수 있는가?",9,"1483,1487,113"
제조업,작업장소 통행/이동,떨어짐,"설비나 구조물(컨베이어, 에스컬레이터, 고철더미, 암롤박스 등) 위를 이동할 때 안전난간이 설치되어 있는가?",7,"1487,2029,1495"
제조업,작업장소 통행/이동,떨어짐,작업 이동 중 설비나 구조물 사이를 뛰어넘거나 밟고 올라가는 행동을 하지 않도록 교육하고 감시하는가?,7,"1483,1487,113"
제조업,작업장소 통행/이동,떨어짐,"작업 이동 경로의 바닥이 미끄러운 상태(기름, 슬러지, 빙판 등)는 아닌가?",4,"1448,1454,113"
제조업,작업장소 통행/이동,떨어짐,작업 이동 경로의 바닥에 요철부나 장애물이 방치되어 있지는 않은가?,4,"1448,1454,1487"
제조업,전기설비 취급 작업,감전,"전기설비 점검, 수리, 교체 작업 시 사전에 전원을 차단하고 정전작업을 실시하고 있는가?",8,"1918,1917,1919"
제조업,전기설비 취급 작업,감전,활선작업(전원이 차단되지 않은 상태의 작업)이 필요한 경우 활선작업용기구와 절연용 보호구를 사용하고 있는가?,8,"1928,1922,1921"
제조업,전기설비 취급 작업,감전,"이동형 또는 휴대형 전기기계(용접기, 펌프, 콘센트 등)에 누전차단기가 설치되어 있는가?",5,"1891,1914"
제조업,전기설비 취급 작업,감전,"물기 또는 습기가 있는 장소에서 사용되는 전기설비(수중펌프, 콘센트 등)에 대해 접지가 실시되어 있는가?",5,"1887,1888,1302"
제조업,전기설비 취급 작업,감전,전기설비의 절연 상태를 정기적으로 점검하여 절연파괴나 누전 위험을 사전에 발견하고 있는가?,5,"2104,2136,1894"
제조업,전기설비 취급 작업,이상온도물체접촉,전기설비 작업 시 사전에 전원을 완전히 차단하고 정전 상태를 확인하는 절차를 수립하고 실행하고 있는가?,2,"1918,1917"
제조업,전기설비 취급 작업,이상온도물체접촉,"충전부 노출 상태에서 작업하는 경우, 활선작업용기구 및 절연용 보호구(절연장갑, 방염복 등)를 반드시 착용하도록 규정하고 있는가?",2,"1922,1921"
제조업,전기설비 취급 작업,이상온도물체접촉,정전작업 후 전기점검 및 조작을 실시하여 안전성을 확인하는 절차를 수립하고 있는가?,2,"1917,1904"
제조업,전기설비 취급 작업,이상온도물체접촉,전기설비에 대한 정기적인 유지·관리 및 점검 계획을 수립하고 실행하고 있는가?,1,"1889,1303"
제조업,전기설비 취급 작업,이상온도물체접촉,"변압기, 큐비클 등 고전압 설비의 절연 상태를 정기적으로 점검하여 절연 파괴 위험을 사전에 제거하고 있는가?",1,"1908,1842"
제조업,조경·제초작업,떨어짐,"3.5m 미만의 높이에서 작업할 때 A자형 사다리를 사용하고 있으며, 2인 1조로 관리하고 있습니까?",6,"1450,1489"
제조업,조경·제초작업,떨어짐,모든 작업자에게 안전대와 안전모를 지급하고 착용을 확인하고 있습니까?,6,"1581,1463,2430"
제조업,조경·제초작업,떨어짐,관리감독자가 작업 중 작업자의 안전 상태를 지속적으로 확인하고 있습니까?,6,"2422,2425"
제조업,조경·제초작업,떨어짐,3.5m 이상의 높이에서 작업할 때 고소작업대를 사용하고 있습니까?,5,"1712,1486"
제조업,조경·제초작업,떨어짐,작업 발판에 안전난간이 설치되어 있습니까?,5,"1487,2054,1495"
제조업,지게차를 사용하는 작업,떨어짐,"지게차 포크, 파렛트, 버킷 등에 근로자가 탑승하여 높은 장소로 승강하는 작업을 하고 있지는 않은가?",13,1721
제조업,지게차를 사용하는 작업,떨어짐,지게차 운전석 외의 장소에 근로자가 탑승하는 작업을 금지하고 있는가?,13,1734
제조업,지게차를 사용하는 작업,떨어짐,"지게차를 하역운반장치의 주용도 외에 중량물 제작작업, 설치작업, 철거작업 등 생산용도로 사용하고 있지는 않은가?",12,"1729,1962"
제조업,지게차를 사용하는 작업,떨어짐,고소작업(2m 이상)이 필요한 경우 지게차 대신 안전난간이 설치된 고소작업대를 사용하고 있는가?,9,"1712,1713"
제조업,지게차를 사용하는 작업,떨어짐,"지게차로 운반하는 화물의 적재상태가 불량하지는 않은가? (무게가 한쪽으로 치우쳐진 상태, 고정 미흡 등)",3,"1695,1730"
제조업,지게차를 사용하는 작업,깔림.뒤집힘,중량물을 지게차로 운반할 때 화물을 고정하여 전도·낙하를 방지하고 있는가?,6,"1692,1721"
제조업,지게차를 사용하는 작업,깔림.뒤집힘,"지게차로 운반하는 화물이 균형있게 적재되어 있고, 한쪽으로 치우쳐지지 않도록 관리하고 있는가?",5,"1697,1692"
제조업,지게차를 사용하는 작업,깔림.뒤집힘,"지게차를 이용한 중량물 취급 작업에 대해 작업계획서를 작성하고 있는가? (작업방법, 운행경로, 근로자와 지게차 혼재 작업 여부 등)",5,"1476,1045"
제조업,지게차를 사용하는 작업,깔림.뒤집힘,근로자와 지게차가 혼재하여 작업할 때 작업지휘자 또는 유도자를 배치하고 있는가?,5,"1477,1964"
제조업,지게차를 사용하는 작업,깔림.뒤집힘,지게차 운전자가 운전석을 이탈할 때 브레이크와 고임목으로 확실히 정지 조치를 실시하고 있는가?,4,"1589,1590"
제조업,지게차를 사용하는 작업,끼임,"지게차 운전 중 정비·보수·청소 작업이 필요할 경우 엔진을 정지하고 LOTO(Lock Out, Tag Out) 제도를 시행하고 있는가?",5,"1575,1605"
제조업,지게차를 사용하는 작업,끼임,지게차 운전 중 마스트와 프레임 사이 공간에 신체 일부가 접촉되지 않도록 주의하고 있는가?,5,1731
제조업,지게차를 사용하는 작업,끼임,"지게차 조작 레버 및 스위치에 각 기능(정지, 작동, 수동, 반자동, 자동 등)이 명확히 표시되어 있는가?",4,1637
제조업,지게차를 사용하는 작업,끼임,"지게차 운전 시 전방 및 사각지대를 확인하고, 필요시 신호수를 배치하고 있는가?",3,"2059,1697"
제조업,지게차를 사용하는 작업,끼임,지게차 운전 중 운전석 위에 올라서거나 신체를 내밀어 작업하는 행위를 금지하고 있는가?,3,"1721,1731,1550"
제조업,차량을 이용한 작업,떨어짐,"작업장 내 차량 운행경로의 바닥이 평탄하게 정리되어 있고, 요철이나 불규칙한 지형이 없는가?",5,"1487,1697"
제조업,차량을 이용한 작업,떨어짐,주·정차 시 차량의 불시 이동을 방지하기 위해 브레이크와 고임목이 확실히 체결되어 있는가?,5,"1710,1721"
제조업,차량을 이용한 작업,떨어짐,경사진 도로나 급경사 지역에서 차량 운행 시 제한속도를 설정하고 준수하고 있는가?,4,"1586,1697"
제조업,차량을 이용한 작업,떨어짐,"차량 운전자가 적절한 자격과 교육을 받았으며, 시동키 관리가 철저히 이루어지고 있는가?",4,1675
제조업,차량을 이용한 작업,떨어짐,적재함이나 차량 상부에 탑승한 상태에서 작업 또는 이동을 하고 있지는 않은가?,3,"1734,1721"
제조업,차량을 이용한 작업,끼임,경사로나 불안정한 지형에서 차량 운행 시 제한속도를 준수하고 있는가?,5,1586
