sif_id	industry_div	accident_kind	accident_summary	causal_object	high_risk_situation	causal_factor	countermeasure	content
27	제조업등	\N	2016년 10월경 OO사업장에서 원료(폐자원) 투입을하던 재해자가 분쇄기 투입구에 걸린 철사를 제거하던 중 약 3m 아래의 작동중인 분쇄기로 추락해 사망	분류 불가	비정형 작업(이물질 제거·청소)	『설비를 정지시키지 않거나 전원을 차단하지 않은 상태에서 정비·보수·청소·교체·조정·점검 등의 작업』 중 사고 위험	▶ 추락위험이 있는 투입슈트 주위에 안전난간 설치\n▶ 청소 등의 작업 시 운전정지\n▶ 안전교육 및 관리감독 실시	2016년 10월경 OO사업장에서 원료(폐자원) 투입을하던 재해자가 분쇄기 투입구에 걸린 철사를 제거하던 중 약 3m 아래의 작동중인 분쇄기로 추락해 사망 [유발요인] 『설비를 정지시키지 않거나 전원을 차단하지 않은 상태에서 정비·보수·청소·교체·조정·점검 등의 작업』 중 사고 위험 [대책] ▶ 추락위험이 있는 투입슈트 주위에 안전난간 설치 ▶ 청소 등의 작업 시 운전정지 ▶ 안전교육 및 관리감독 실시
28	제조업등	\N	2020년 3월경 OO사업장 컨베이어 가동 공정에서 재해자가 컨베이어 가동 중 하부의 이물질을 제거하려다 벨트와 롤러사이에 끼여 사망	컨베이어	비정형 작업(이물질 제거·청소)	『설비를 정지시키지 않거나 전원을 차단하지 않은 상태에서 정비·보수·청소·교체·조정·점검 등의 작업』 중 사고 위험	▶ 컨베이어 주변 청소 작업 시 운전정지\n▶ 컨베이어 벨트·롤러 방호덮개(덮개 또는 울) 설치\n▶ 컨베이어 비상정지장치 설치	2020년 3월경 OO사업장 컨베이어 가동 공정에서 재해자가 컨베이어 가동 중 하부의 이물질을 제거하려다 벨트와 롤러사이에 끼여 사망 [유발요인] 『설비를 정지시키지 않거나 전원을 차단하지 않은 상태에서 정비·보수·청소·교체·조정·점검 등의 작업』 중 사고 위험 [대책] ▶ 컨베이어 주변 청소 작업 시 운전정지 ▶ 컨베이어 벨트·롤러 방호덮개(덮개 또는 울) 설치 ▶ 컨베이어 비상정지장치 설치
29	제조업등	\N	2016년 12월경 OO사업장 진공성형기 취급 공정에서 재해자가 금형 검사를 위해 설비 내부로 상체를 넣어 점검 중 동료 근로자가 설비를 작동시켜 설비에 끼여 사망	생산설비(진공 성형기)	비정형 작업(점검)	『정비·보수·청소·교체·조정·점검 등의 작업 중 작업자 외 다른 사람이 설비를 가동』하여 갑자기 작동된 설비로 인한 사고 위험	▶ 정비 등의 작업 시 기동장치에 잠금장치 설치 및 표지판 부착\n▶ 진공성형기의 안전문 연동장치 기능 보완\n▶ 진공성형기 정비 작업 시 안전작업 표준 제정 및 게시	2016년 12월경 OO사업장 진공성형기 취급 공정에서 재해자가 금형 검사를 위해 설비 내부로 상체를 넣어 점검 중 동료 근로자가 설비를 작동시켜 설비에 끼여 사망 [유발요인] 『정비·보수·청소·교체·조정·점검 등의 작업 중 작업자 외 다른 사람이 설비를 가동』하여 갑자기 작동된 설비로 인한 사고 위험 [대책] ▶ 정비 등의 작업 시 기동장치에 잠금장치 설치 및 표지판 부착 ▶ 진공성형기의 안전문 연동장치 기능 보완 ▶ 진공성형기 정비 작업 시 안전작업 표준 제정 및 게시
30	제조업등	\N	2017년 9월경 OO사업장 중합공정에서 재해자가 설비 상부에 올라가서 점검 작업을 수행 중 17미터 아래로 떨어져 사망	분류 불가	비정형 작업(점검)	『안전난간, 덮개 등 추락방지 시설이 설치되지 않거나 설치상태가 불량한 장소(작업대 제외)에서 작업』하다 떨어짐 위험	▶ 추락위험이 있는 장소에 안전난간 설치\n▶ 개인보호구(안전모, 안전대 등) 지급 및 착용	2017년 9월경 OO사업장 중합공정에서 재해자가 설비 상부에 올라가서 점검 작업을 수행 중 17미터 아래로 떨어져 사망 [유발요인] 『안전난간, 덮개 등 추락방지 시설이 설치되지 않거나 설치상태가 불량한 장소(작업대 제외)에서 작업』하다 떨어짐 위험 [대책] ▶ 추락위험이 있는 장소에 안전난간 설치 ▶ 개인보호구(안전모, 안전대 등) 지급 및 착용
31	제조업등	\N	2018년 6월경 OO사업장 스티로폼 제조공정에서 재해자가 발포성형기 내부에 들어가 점검 중 설비가 불시에 가동하여 사망	생산설비(발포성형기)	비정형 작업(점검)	『정비·보수·청소·교체·조정·점검 등의 작업 중 작업자 외 다른 사람이 설비를 가동』하여 갑자기 작동된 설비로 인한 사고 위험	▶ 끼임 위험구간에 게이트가드 설치\n▶ 비정형 작업 시 반드시 운전정지 후 실시\n▶ 관리감독자 작업 지휘 철저	2018년 6월경 OO사업장 스티로폼 제조공정에서 재해자가 발포성형기 내부에 들어가 점검 중 설비가 불시에 가동하여 사망 [유발요인] 『정비·보수·청소·교체·조정·점검 등의 작업 중 작업자 외 다른 사람이 설비를 가동』하여 갑자기 작동된 설비로 인한 사고 위험 [대책] ▶ 끼임 위험구간에 게이트가드 설치 ▶ 비정형 작업 시 반드시 운전정지 후 실시 ▶ 관리감독자 작업 지휘 철저
32	제조업등	\N	2020년 7월경 OO사업장에서 재해자가 집적리프트(적재부가 컨베이어 형식으로 상승, 하강, 전진 및 후진을 하면서 제품을 이송하는 기계) 하부에서 설비를 점검하던 중 리프트가 불시에 가동하여 설비에 끼여 사망	자동화설비(집적 리프트)	비정형 작업(점검)	『정비·보수·청소·교체·조정·점검 등의 작업 중 작업자 외 다른 사람이 설비를 가동』하여 갑자기 작동된 설비로 인한 사고 위험	▶ 안전문을 감지하도록 설치한 센서의 이물질을 부착하여 안전문이 방호장치로서의 기능을 하지 못하도록 해체하는 행위을 금지\n▶ 기계를 운전하는 것을 방지하기 위하여 기계의 기동장치에 잠금장치를 하고 표지판을 설치하는 등의 필요한 방호조치 실시\n▶ 안전문에 설치한 센서의 기능을 무효화하는 행위(철 재질 등을 부착)하지 않도록 지속적인 근로자의 교육 실시	2020년 7월경 OO사업장에서 재해자가 집적리프트(적재부가 컨베이어 형식으로 상승, 하강, 전진 및 후진을 하면서 제품을 이송하는 기계) 하부에서 설비를 점검하던 중 리프트가 불시에 가동하여 설비에 끼여 사망 [유발요인] 『정비·보수·청소·교체·조정·점검 등의 작업 중 작업자 외 다른 사람이 설비를 가동』하여 갑자기 작동된 설비로 인한 사고 위험 [대책] ▶ 안전문을 감지하도록 설치한 센서의 이물질을 부착하여 안전문이 방호장치로서의 기능을 하지 못하도록 해체하는 행위을 금지 ▶ 기계를 운전하는 것을 방지하기 위하여 기계의 기동장치에 잠금장치를 하고 표지판을 설치하는 등의 필요한 방호조치 실시 ▶ 안전문에 설치한 센서의 기능을 무효화하는 행위(철 재질 등을 부착)하지 않도록 지속적인 근로자의 교육 실시
33	제조업등	\N	2021년 11월 건축자재공장에서 단열재 생산을 위한 압축성형기에서 작업을 하던 재해자가 미상의 이유로 성형기 내부로 진입하여 작업 중 설비에 끼여 단열재와 함께 압축된 상태로 발견됨	생산설비(압축성형기)	비정형 작업(점검)	『설비를 정지시키지 않거나 전원을 차단하지 않은 상태에서 정비·보수·청소·교체·조정·점검 등의 작업』 중 사고 위험	▶ 청소·정비 등 이와 유사한 작업시 해당기계 운전정지\n▶ 위험성평가 실시\n▶ 작업절차서 보완 및 교육	2021년 11월 건축자재공장에서 단열재 생산을 위한 압축성형기에서 작업을 하던 재해자가 미상의 이유로 성형기 내부로 진입하여 작업 중 설비에 끼여 단열재와 함께 압축된 상태로 발견됨 [유발요인] 『설비를 정지시키지 않거나 전원을 차단하지 않은 상태에서 정비·보수·청소·교체·조정·점검 등의 작업』 중 사고 위험 [대책] ▶ 청소·정비 등 이와 유사한 작업시 해당기계 운전정지 ▶ 위험성평가 실시 ▶ 작업절차서 보완 및 교육
34	제조업등	\N	2019년 7월경 OO사업장 화학제품 제조공정에서 배관을 세정하기 위해 내부에 질소를 투입하는 중 배관이 분리되며 고온의 물질이 누출되어 근로자가 화상을 입음	고온물질(고온의 수첨유)	비정형 작업(정비·수리·교체·조정)	『취급하는 물질이 배관·호스·용기 등에서 누출』로 인한 화학물질 접촉·질식 또는 화재·폭발 위험	▶ 임시배관 연결부 체결방법 개선\n▶ 고온물질 취급작업 시 안전보호구로 안전모, 안전장갑, 보안경, 무릎아래까지 보호가능한 내열앞치마를 착용	2019년 7월경 OO사업장 화학제품 제조공정에서 배관을 세정하기 위해 내부에 질소를 투입하는 중 배관이 분리되며 고온의 물질이 누출되어 근로자가 화상을 입음 [유발요인] 『취급하는 물질이 배관·호스·용기 등에서 누출』로 인한 화학물질 접촉·질식 또는 화재·폭발 위험 [대책] ▶ 임시배관 연결부 체결방법 개선 ▶ 고온물질 취급작업 시 안전보호구로 안전모, 안전장갑, 보안경, 무릎아래까지 보호가능한 내열앞치마를 착용
35	제조업등	\N	2021년 10월 합성수지공장에서 재해자가 제품교체를 위해 라미네이터에 공급되는 원단을 교체하던 중 회전하는 2개의 원단 사이에 끼인 후 하단 가이드롤러에 추가로 끼임	생산설비(롤러)	비정형 작업(정비·수리·교체·조정)	『설비에 안전장치가 설치되어 있지 않거나, 불량하거나, 설치된 안전장치를 해제한 상태』로 사용 중 사고 위험	▶ 원단 교체 작업 시 설비 운전 정지 후 실시 또는 방호울, 덮개 설치\n▶ 중량물 취급 작업계획서 작성 및 작업지휘자 배치\n▶ 비상정지장치 설치	2021년 10월 합성수지공장에서 재해자가 제품교체를 위해 라미네이터에 공급되는 원단을 교체하던 중 회전하는 2개의 원단 사이에 끼인 후 하단 가이드롤러에 추가로 끼임 [유발요인] 『설비에 안전장치가 설치되어 있지 않거나, 불량하거나, 설치된 안전장치를 해제한 상태』로 사용 중 사고 위험 [대책] ▶ 원단 교체 작업 시 설비 운전 정지 후 실시 또는 방호울, 덮개 설치 ▶ 중량물 취급 작업계획서 작성 및 작업지휘자 배치 ▶ 비상정지장치 설치
36	제조업등	\N	2018년 1월경 OO사업장 폐비닐 적재장에서 재해자가 이동 중 적재된 제품이 넘어지면서 아래에 깔려 사망	중량물	상하차 작업 또는 화물(물체)이 적재된 장소 주변에서의 작업	『무게 또는 형태가 한쪽으로 치우치거나 무게중심이 높은(전도되기 쉬운) 물체 또는 적재상태가 불량한 물체 등』이 무너짐·전도·낙하로 인한 사고 위험	▶ 주변의 중량물로 인한 깔림 방지를 위해 중량물 제거 후 작업\n▶ 중량물 지지대 설치 후 수리·교체작업 실시	2018년 1월경 OO사업장 폐비닐 적재장에서 재해자가 이동 중 적재된 제품이 넘어지면서 아래에 깔려 사망 [유발요인] 『무게 또는 형태가 한쪽으로 치우치거나 무게중심이 높은(전도되기 쉬운) 물체 또는 적재상태가 불량한 물체 등』이 무너짐·전도·낙하로 인한 사고 위험 [대책] ▶ 주변의 중량물로 인한 깔림 방지를 위해 중량물 제거 후 작업 ▶ 중량물 지지대 설치 후 수리·교체작업 실시
37	제조업등	\N	2020년 4월경 OO사업장 시설 증설 공사 현장에서 재해자가 화물트럭 상부의 적재물에 올라가 하역작업 중 2미터 아래로 떨어져 사망	중량물	상하차 작업 또는 화물(물체)이 적재된 장소 주변에서의 작업	『적재된 제품·재료 또는 화물 적재함 위에 올라 작업』하던 중 균형을 잃고 넘어지거나 떨어짐 위험	▶ 안전한 하역 작업방법을 고려하여 단열재를 적재\n▶ 추락할 위험이 있는 인력 작업 시 보호구 착용\n▶ 작업지휘자의 지휘 아래 작업 실시	2020년 4월경 OO사업장 시설 증설 공사 현장에서 재해자가 화물트럭 상부의 적재물에 올라가 하역작업 중 2미터 아래로 떨어져 사망 [유발요인] 『적재된 제품·재료 또는 화물 적재함 위에 올라 작업』하던 중 균형을 잃고 넘어지거나 떨어짐 위험 [대책] ▶ 안전한 하역 작업방법을 고려하여 단열재를 적재 ▶ 추락할 위험이 있는 인력 작업 시 보호구 착용 ▶ 작업지휘자의 지휘 아래 작업 실시
38	제조업등	\N	2020년 10월경 OO사업장 혼합공정에서 재해자가 적재된 원재료를 밟고 모터 교체 작업 중 아래로 떨어져 사망	중량물	설비, 구조물 등 높은 장소에서의 작업	『적재된 제품·재료 또는 화물 적재함 위에 올라 작업』하던 중 균형을 잃고 넘어지거나 떨어짐 위험	▶ 추락 위험이 있는 기계·설비 등에서 작업 시 작업발판 설치\n▶ 중량물 취급작업 시 하역운반기계·운반기구 사용\n▶ 개인보호구(안전모, 안전대 등) 지급 및 착용	2020년 10월경 OO사업장 혼합공정에서 재해자가 적재된 원재료를 밟고 모터 교체 작업 중 아래로 떨어져 사망 [유발요인] 『적재된 제품·재료 또는 화물 적재함 위에 올라 작업』하던 중 균형을 잃고 넘어지거나 떨어짐 위험 [대책] ▶ 추락 위험이 있는 기계·설비 등에서 작업 시 작업발판 설치 ▶ 중량물 취급작업 시 하역운반기계·운반기구 사용 ▶ 개인보호구(안전모, 안전대 등) 지급 및 착용
